country,cured,date,death,exist,increase,total
库拉索,1328,2020.12.6,7,1676,150,3011
莫桑比克,14343,2020.12.6,133,1657,0,16133
马里,3334,2020.12.6,163,1565,58,5062
巴林,85876,2020.12.6,341,1515,168,87732
津巴布韦,8844,2020.12.6,291,1482,123,10617
尼加拉瓜,4225,2020.12.6,161,1452,0,5838
澳大利亚,25639,2020.12.6,908,1418,7,27965
巴哈马,5995,2020.12.6,163,1412,16,7570
法属圭亚那,9995,2020.12.6,71,1341,16,11407
毛里塔尼亚,7835,2020.12.6,184,1340,176,9359
刚果（金）,11857,2020.12.6,342,1214,0,13413
海地,8146,2020.12.6,233,991,16,9370
喀麦隆,23344,2020.12.6,443,965,192,24752
索马里,3480,2020.12.6,121,924,0,4525
纳米比亚,13908,2020.12.6,152,890,351,14950
加纳,51019,2020.12.6,325,854,0,52198
马尔代夫,12264,2020.12.6,47,848,37,13159
莱索托,1278,2020.12.6,44,828,5,2150
几内亚,12355,2020.12.6,76,802,21,13233
安道尔,6171,2020.12.6,78,756,51,7005
圭亚那合作共和国,4733,2020.12.6,151,753,73,5637
特立尼达和多巴哥,5907,2020.12.6,122,722,10,6751
刚果（布）,4988,2020.12.6,94,692,0,5774
古巴,7909,2020.12.6,136,669,183,8714
塔吉克斯坦,11833,2020.12.6,87,508,40,12428
塞拉利昂,1843,2020.12.6,74,503,4,2420
海峡群岛,1012,2020.12.6,48,489,68,1549
尼日尔,1237,2020.12.6,77,475,86,1789
蒙古国,384,2020.12.6,0,465,11,849
留尼汪岛,7729,2020.12.6,41,430,0,8200
多哥,2624,2020.12.6,65,396,12,3085
布基纳法索,2697,2020.12.6,68,391,29,3156
马拉维,5476,2020.12.6,185,388,4,6049
佛得角,10541,2020.12.6,109,386,58,11036
赞比亚,17173,2020.12.6,364,379,127,17916
塞内加尔,15776,2020.12.6,338,363,100,16477
卢旺达,5696,2020.12.6,51,337,32,6084
马达加斯加,16927,2020.12.6,255,331,0,17513
圣马力诺,1412,2020.12.6,48,329,75,1789
坦桑尼亚,183,2020.12.6,21,305,0,509
斯威士兰,6078,2020.12.6,122,295,6,6495
利比里亚,1358,2020.12.6,83,235,13,1676
科特迪瓦,21090,2020.12.6,132,219,23,21441
列支敦士登,1183,2020.12.6,17,196,27,1396
冰岛,5269,2020.12.6,27,186,14,5482
泰国,3853,2020.12.6,60,173,19,4086
阿鲁巴,4763,2020.12.6,45,149,19,4957
南苏丹,2977,2020.12.6,62,127,0,3166
也门,1547,2020.12.6,633,124,28,2304
厄立特里亚,508,2020.12.6,0,124,38,632
布隆迪,575,2020.12.6,1,118,0,694
越南,1220,2020.12.6,35,111,4,1366
圣卢西亚,158,2020.12.6,2,105,0,265
贝宁,2907,2020.12.6,44,104,0,3055
圣马丁岛,1017,2020.12.6,26,96,15,1139
加蓬,9106,2020.12.6,60,88,15,9254
新加坡,58158,2020.12.6,29,73,13,58260
几内亚比绍,2327,2020.12.6,44,70,0,2441
巴布亚新几内亚,597,2020.12.6,7,67,0,671
百慕大,216,2020.12.6,9,63,6,288
摩纳哥,572,2020.12.6,3,62,0,637
乍得,1561,2020.12.6,102,59,11,1722
直布罗陀,990,2020.12.6,5,58,6,1053
新西兰,1997,2020.12.6,25,56,9,2078
赤道几内亚,5023,2020.12.6,85,51,0,5159
圣多美和普林西比,937,2020.12.6,17,45,2,999
圣巴泰勒米岛,105,2020.12.6,1,41,0,147
柬埔寨,306,2020.12.6,0,40,10,346
吉布提,5592,2020.12.6,61,39,1,5692
不丹,387,2020.12.6,0,39,6,426
毛里求斯,465,2020.12.6,10,33,0,508
冈比亚,3615,2020.12.6,123,32,1,3770
开曼群岛,257,2020.12.6,2,29,0,288
巴巴多斯,260,2020.12.6,7,18,3,285
塞舌尔,168,2020.12.6,0,16,0,184
多米尼克,72,2020.12.6,0,13,0,85
老挝,26,2020.12.6,0,13,0,39
梵蒂冈,15,2020.12.6,0,12,0,27
所罗门群岛,5,2020.12.6,0,12,0,17
特克斯和凯科斯群岛,740,2020.12.6,6,10,4,756
科摩罗,600,2020.12.6,7,9,1,616
斐济,33,2020.12.6,2,9,0,44
安提瓜和巴布达,133,2020.12.6,4,7,0,144
圣文森特和格林纳丁斯,80,2020.12.6,0,7,0,87
法罗群岛,500,2020.12.6,0,6,1,506
圣基茨和尼维斯,20,2020.12.6,0,5,0,25
安圭拉,3,2020.12.6,0,4,0,7
新喀里多尼亚,32,2020.12.6,0,3,1,35
格林纳达,39,2020.12.6,0,2,0,41
马尔维纳斯群岛,15,2020.12.6,0,2,0,17
圣皮埃尔,14,2020.12.6,0,2,0,16
瓦利斯和富图纳群岛,1,2020.12.6,0,2,0,3
马恩岛,344,2020.12.6,25,1,1,370
文莱,147,2020.12.6,3,1,0,151
东帝汶,30,2020.12.6,0,1,0,31
苏里南,5207,2020.12.6,117,0,0,5324
钻石公主号邮轮,699,2020.12.6,13,0,0,712
英属维尔京群岛,71,2020.12.6,1,0,0,72
格陵兰岛,18,2020.12.6,0,0,0,18
蒙特塞拉特,12,2020.12.6,1,0,0,13
马绍尔群岛,4,2020.12.6,0,0,0,4
萨摩亚独立国,2,2020.12.6,0,0,0,2
瓦努阿图共和国,1,2020.12.6,0,0,0,1
