country,cured,date,death,exist,increase,total
委内瑞拉,95669,2020.11.29,880,4268,319,100817
叙利亚,3271,2020.11.29,391,3797,90,7459
尼日利亚,62493,2020.11.29,1169,3143,198,66805
中非共和国,1924,2020.11.29,63,2924,0,4911
卡塔尔,135198,2020.11.29,237,2631,215,138066
博茨瓦纳,7717,2020.11.29,31,2510,0,10258
伯利兹,2986,2020.11.29,129,2308,88,5423
乌兹别克斯坦,69477,2020.11.29,606,2206,250,72289
萨尔瓦多,34595,2020.11.29,1098,2191,0,37884
马约特,2964,2020.11.29,49,2168,0,5181
马耳他,7165,2020.11.29,125,2115,152,9405
莫桑比克,13520,2020.11.29,128,1819,165,15467
巴哈马,5733,2020.11.29,163,1573,9,7469
巴林,84335,2020.11.29,341,1509,169,86185
尼加拉瓜,4225,2020.11.29,160,1399,0,5784
澳大利亚,25565,2020.11.29,907,1395,13,27867
喀麦隆,22177,2020.11.29,437,1301,46,23915
马里,3076,2020.11.29,148,1281,44,4505
留尼汪岛,6660,2020.11.29,39,1137,0,7836
马尔代夫,11717,2020.11.29,46,1126,44,12889
海地,7916,2020.11.29,232,1100,19,9248
法属圭亚那,9995,2020.11.29,70,1073,0,11138
乌拉圭,3923,2020.11.29,73,992,118,4988
几内亚,11922,2020.11.29,76,951,20,12949
索马里,3412,2020.11.29,113,920,0,4445
津巴布韦,8336,2020.11.29,274,898,110,9508
库拉索,1057,2020.11.29,3,869,102,1929
圭亚那合作共和国,4242,2020.11.29,147,847,47,5236
安道尔,5649,2020.11.29,76,809,77,6534
莱索托,1278,2020.11.29,44,787,17,2109
加纳,50127,2020.11.29,323,775,0,51225
特立尼达和多巴哥,5655,2020.11.29,116,732,15,6503
纳米比亚,13355,2020.11.29,147,653,68,14155
刚果（金）,11433,2020.11.29,331,601,0,12365
刚果（布）,4988,2020.11.29,93,551,0,5632
佛得角,9900,2020.11.29,104,522,126,10526
塔吉克斯坦,11437,2020.11.29,86,521,36,12044
多哥,2320,2020.11.29,64,505,17,2889
塞拉利昂,1829,2020.11.29,74,505,2,2408
古巴,7497,2020.11.29,133,445,0,8075
马达加斯加,16657,2020.11.29,251,433,0,17341
毛里塔尼亚,7646,2020.11.29,171,429,53,8246
赞比亚,16755,2020.11.29,357,423,69,17535
卢旺达,5317,2020.11.29,47,415,29,5779
马拉维,5450,2020.11.29,185,383,0,6018
蒙古国,345,2020.11.29,0,367,13,712
贝宁,2579,2020.11.29,43,352,58,2974
坦桑尼亚,183,2020.11.29,21,305,0,509
斯威士兰,5929,2020.11.29,120,280,25,6329
圣马力诺,1231,2020.11.29,44,239,22,1514
科特迪瓦,20852,2020.11.29,131,216,12,21199
列支敦士登,1010,2020.11.29,14,184,25,1208
尼日尔,1170,2020.11.29,70,179,13,1419
冰岛,5110,2020.11.29,26,176,0,5312
利比里亚,1340,2020.11.29,83,155,0,1578
布基纳法索,2567,2020.11.29,68,142,20,2777
海峡群岛,960,2020.11.29,48,139,23,1147
越南,1166,2020.11.29,35,130,10,1331
圣卢西亚,109,2020.11.29,2,127,9,238
阿鲁巴,4640,2020.11.29,45,106,27,4791
布隆迪,575,2020.11.29,1,101,0,677
加蓬,9016,2020.11.29,59,98,23,9173
泰国,3788,2020.11.29,60,94,16,3942
圣马丁岛,919,2020.11.29,25,92,16,1036
厄立特里亚,477,2020.11.29,0,89,8,566
直布罗陀,903,2020.11.29,5,83,0,991
南苏丹,2949,2020.11.29,61,82,19,3092
塞内加尔,15558,2020.11.29,331,71,33,15960
几内亚比绍,2309,2020.11.29,43,70,0,2422
摩纳哥,530,2020.11.29,3,67,7,600
乍得,1496,2020.11.29,101,64,6,1661
新加坡,58104,2020.11.29,28,63,5,58195
新西兰,1955,2020.11.29,25,60,1,2040
巴布亚新几内亚,588,2020.11.29,7,50,15,645
赤道几内亚,5005,2020.11.29,85,47,0,5137
毛里求斯,440,2020.11.29,10,47,3,497
特克斯和凯科斯群岛,700,2020.11.29,6,40,0,746
钻石公主号邮轮,659,2020.11.29,13,40,0,712
吉布提,5576,2020.11.29,61,39,0,5676
也门,1474,2020.11.29,611,39,0,2124
圣多美和普林西比,926,2020.11.29,17,39,1,982
圣巴泰勒米岛,94,2020.11.29,0,33,0,127
百慕大,206,2020.11.29,9,26,0,241
不丹,367,2020.11.29,0,19,0,386
科摩罗,585,2020.11.29,7,18,0,610
开曼群岛,249,2020.11.29,2,18,3,269
冈比亚,3587,2020.11.29,123,17,1,3727
老挝,24,2020.11.29,0,15,0,39
多米尼克,63,2020.11.29,0,14,0,77
巴巴多斯,246,2020.11.29,7,13,1,266
梵蒂冈,15,2020.11.29,0,12,0,27
所罗门群岛,5,2020.11.29,0,12,0,17
格林纳达,30,2020.11.29,0,11,0,41
柬埔寨,298,2020.11.29,0,9,0,307
塞舌尔,159,2020.11.29,0,7,0,166
安提瓜和巴布达,129,2020.11.29,4,7,0,140
马恩岛,338,2020.11.29,25,6,0,369
圣文森特和格林纳丁斯,78,2020.11.29,0,6,0,84
苏里南,5184,2020.11.29,117,4,5,5305
圣皮埃尔,12,2020.11.29,0,4,0,16
斐济,33,2020.11.29,2,3,0,38
圣基茨和尼维斯,19,2020.11.29,0,3,0,22
马尔维纳斯群岛,13,2020.11.29,0,3,0,16
马绍尔群岛,1,2020.11.29,0,3,0,4
法罗群岛,498,2020.11.29,0,2,0,500
文莱,145,2020.11.29,3,2,0,150
瓦利斯和富图纳群岛,1,2020.11.29,0,2,0,3
安圭拉,3,2020.11.29,0,1,0,4
萨摩亚独立国,0,2020.11.29,0,1,0,1
瓦努阿图共和国,0,2020.11.29,0,1,0,1
英属维尔京群岛,70,2020.11.29,1,0,0,71
新喀里多尼亚,32,2020.11.29,0,0,0,32
东帝汶,30,2020.11.29,0,0,0,30
格陵兰岛,18,2020.11.29,0,0,0,18
蒙特塞拉特,12,2020.11.29,1,0,0,13
