country,cured,date,death,exist,increase,total
塞拉利昂,1838,2020.12.2,74,501,0,2413
蒙古国,358,2020.12.2,0,454,0,812
马达加斯加,16657,2020.12.2,251,433,0,17341
多哥,2515,2020.12.2,64,418,12,2997
马拉维,5465,2020.12.2,185,378,0,6028
卢旺达,5544,2020.12.2,49,355,0,5948
佛得角,10366,2020.12.2,106,344,0,10816
坦桑尼亚,183,2020.12.2,21,305,0,509
斯威士兰,6017,2020.12.2,122,303,0,6442
尼日尔,1219,2020.12.2,75,292,0,1586
海峡群岛,1012,2020.12.2,48,281,0,1341
圣马力诺,1334,2020.12.2,46,270,38,1650
赞比亚,17059,2020.12.2,357,249,18,17665
科特迪瓦,20981,2020.12.2,132,221,0,21334
布基纳法索,2644,2020.12.2,68,219,0,2931
冰岛,5187,2020.12.2,27,199,21,5413
塞内加尔,15657,2020.12.2,334,182,18,16173
利比里亚,1343,2020.12.2,83,169,0,1595
列支敦士登,1110,2020.12.2,16,160,16,1286
泰国,3822,2020.12.2,60,144,0,4026
贝宁,2839,2020.12.2,43,133,0,3015
阿鲁巴,4705,2020.12.2,45,122,0,4872
越南,1201,2020.12.2,35,122,4,1358
圣卢西亚,138,2020.12.2,2,119,0,259
布隆迪,575,2020.12.2,1,113,1,689
南苏丹,2954,2020.12.2,61,96,2,3111
加蓬,9066,2020.12.2,60,88,0,9214
圣马丁岛,964,2020.12.2,25,80,0,1069
厄立特里亚,498,2020.12.2,0,79,0,577
直布罗陀,950,2020.12.2,5,75,10,1030
新西兰,1963,2020.12.2,25,72,0,2060
几内亚比绍,2327,2020.12.2,44,70,0,2441
乍得,1532,2020.12.2,102,66,0,1700
巴布亚新几内亚,597,2020.12.2,7,65,0,669
也门,1514,2020.12.2,619,64,0,2197
新加坡,58139,2020.12.2,29,62,0,58230
赤道几内亚,5009,2020.12.2,85,62,0,5156
摩纳哥,559,2020.12.2,3,55,0,617
圣多美和普林西比,934,2020.12.2,17,45,5,996
圣巴泰勒米岛,105,2020.12.2,1,41,20,147
钻石公主号邮轮,659,2020.12.2,13,40,0,712
百慕大,214,2020.12.2,9,39,0,262
吉布提,5587,2020.12.2,61,32,1,5680
毛里求斯,463,2020.12.2,10,32,0,505
开曼群岛,254,2020.12.2,2,29,8,285
不丹,386,2020.12.2,0,28,0,414
柬埔寨,304,2020.12.2,0,25,0,329
特克斯和凯科斯群岛,720,2020.12.2,6,24,0,750
多米尼克,63,2020.12.2,0,22,0,85
塞舌尔,162,2020.12.2,0,21,0,183
科摩罗,586,2020.12.2,7,20,0,613
巴巴多斯,255,2020.12.2,7,16,0,278
冈比亚,3607,2020.12.2,123,13,0,3743
老挝,26,2020.12.2,0,13,0,39
梵蒂冈,15,2020.12.2,0,12,0,27
所罗门群岛,5,2020.12.2,0,12,0,17
格林纳达,30,2020.12.2,0,11,0,41
安提瓜和巴布达,130,2020.12.2,4,8,0,142
斐济,33,2020.12.2,2,7,0,42
苏里南,5197,2020.12.2,117,5,0,5319
圣文森特和格林纳丁斯,80,2020.12.2,0,5,0,85
马恩岛,340,2020.12.2,25,4,0,369
法罗群岛,500,2020.12.2,0,3,0,503
文莱,145,2020.12.2,3,3,0,151
圣基茨和尼维斯,19,2020.12.2,0,3,0,22
马尔维纳斯群岛,13,2020.12.2,0,3,0,16
安圭拉,3,2020.12.2,0,3,0,6
圣皮埃尔,14,2020.12.2,0,2,0,16
瓦利斯和富图纳群岛,1,2020.12.2,0,2,0,3
萨摩亚独立国,0,2020.12.2,0,2,0,2
新喀里多尼亚,32,2020.12.2,0,1,0,33
英属维尔京群岛,71,2020.12.2,1,0,1,72
东帝汶,30,2020.12.2,0,0,0,30
格陵兰岛,18,2020.12.2,0,0,0,18
蒙特塞拉特,12,2020.12.2,1,0,0,13
马绍尔群岛,4,2020.12.2,0,0,0,4
瓦努阿图共和国,1,2020.12.2,0,0,0,1
